time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2009-08-31T23:30:57.587Z,57.4446,-155.3477,53.5,2.4,ml,,,,0.34,ak,ak009b69guu6,2019-02-13T12:28:35.028Z,"55 km WSW of Karluk, Alaska",earthquake,,22.2,,,reviewed,ak,ak
2009-08-31T22:55:10.530Z,40.3041667,-124.5138333,19.877,2.43,md,17,232,0.1667,0.04,nc,nc71273906,2017-01-20T17:46:16.640Z,"36 km SW of Ferndale, California",earthquake,0.64,0.22,0.221,34,reviewed,nc,nc
2009-08-31T22:33:24.120Z,37.511,95.91,10,4.1,mb,19,65.1,,0.85,us,usp000h13j,2014-11-07T01:39:35.596Z,"northern Qinghai, China",earthquake,,,,5,reviewed,us,us
2009-08-31T22:27:51.780Z,37.689,95.936,10,4.8,mwc,163,33.2,,0.85,us,usp000h13h,2016-11-10T02:16:47.740Z,"284 km SSW of Laojunmiao, China",earthquake,,,,,reviewed,us,gcmt
2009-08-31T21:51:37.610Z,37.643,95.887,10,5.3,mb,230,36.4,,0.83,us,usp000h13g,2022-05-02T21:18:53.569Z,"291 km SSW of Laojunmiao, China",earthquake,,,,130,reviewed,us,us
2009-08-31T21:50:56.640Z,31.9333333,-116.2526667,5.746,2.24,ml,7,294,0.7648,0.12,ci,ci10457525,2016-03-09T10:27:29.441Z,"35km ENE of Ensenada, B.C., MX",earthquake,1.04,31.61,0.114,37,reviewed,ci,ci
2009-08-31T21:00:22.980Z,37.483,-118.8378333,2.206,2.16,md,45,72,0.09279,0.07,nc,nc71273881,2017-01-20T17:45:46.770Z,"13 km SW of Aspen Springs, California",earthquake,0.25,0.71,0.232,49,reviewed,nc,nc
2009-08-31T17:22:25.560Z,61.4158,-150.6246,50.6,2.1,ml,,,,0.51,ak,ak009b65uh0c,2019-02-13T12:28:31.677Z,"15 km SSW of Susitna, Alaska",earthquake,,4,,,reviewed,ak,ak
2009-08-31T16:46:43.370Z,-55.405,-27.407,21,4.6,mb,30,60.4,,0.67,us,usp000h13f,2014-11-07T01:39:35.564Z,"South Sandwich Islands region",earthquake,,27,,9,reviewed,us,us
2009-08-31T16:16:11.170Z,21.384,-156.3768333,25.558,3.24,ml,18,220,,0.18,hv,hv60107436,2021-03-01T21:48:21.228Z,"50 km NE of Waialua, Hawaii",earthquake,1.31,2.14,0.07,4,reviewed,hv,hv
2009-08-31T15:29:59.083Z,61.0765,-151.4279,67.2,2,ml,,,,0.49,ak,ak009b64p6ec,2019-02-13T12:28:30.779Z,"15 km W of Tyonek, Alaska",earthquake,,6.8,,,reviewed,ak,ak
2009-08-31T15:15:40.780Z,47.7531667,-120.503,1.609,2.1,md,14,119,0.01929,0.55,uw,uw10782053,2016-07-13T23:41:33.480Z,"21 km NE of Leavenworth, Washington",earthquake,2.155,2.98,0.05,7,reviewed,uw,uw
2009-08-31T14:55:41.900Z,19.128,-64.846,33.2,3.1,md,4,260.6,,,us,usp000h13d,2014-11-07T01:39:35.562Z,"87 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,,,,,reviewed,rspr,rspr
2009-08-31T14:20:55.790Z,-29.738,-177.805,72.7,4.8,mb,25,90.4,,1.16,us,usp000h13c,2014-11-07T01:39:35.559Z,"Kermadec Islands, New Zealand",earthquake,,8.9,,6,reviewed,us,us
2009-08-31T14:08:11.562Z,60.4686,-152.3214,87.5,2,ml,,,,0.52,ak,ak009b63z538,2019-02-13T12:28:29.567Z,"57 km W of Cohoe, Alaska",earthquake,,3.4,,,reviewed,ak,ak
2009-08-31T14:07:10.230Z,35.778,-84.1238333,14.25,3.3,md,24,79,,0.15,se,se607194,2016-04-08T16:35:55.100Z,"2 km NNE of Friendsville, Tennessee",earthquake,0.3,0.6,0.064,6,reviewed,se,se
2009-08-31T13:38:36.610Z,18.036,-65.068,8.9,3,md,5,142.7,,,us,usp000h13a,2014-11-07T01:39:35.556Z,"36 km SSW of Charlotte Amalie, U.S. Virgin Islands",earthquake,,,,,reviewed,rspr,rspr
2009-08-31T13:36:11.965Z,38.6795,-115.4111,1,2.2,ml,4,279.62,0.358,0.0014,nn,nn00291482,2018-06-13T20:43:56.606Z,"40 km SW of Preston, Nevada",earthquake,,10.1,0,1,reviewed,nn,nn
2009-08-31T13:22:27.910Z,18.177,-67.143,20.3,2.6,md,12,174.9,,,us,usp000h139,2014-11-07T01:39:35.554Z,"2 km S of Mayagüez, Puerto Rico",earthquake,,,,,reviewed,rspr,rspr
2009-08-31T13:15:04.943Z,38.6918,-115.4154,0,2.8,ml,4,235.72,0.368,0.0164,nn,nn00291481,2018-06-13T20:43:55.629Z,"39 km SW of Preston, Nevada",earthquake,,0,0,1,reviewed,nn,nn
2009-08-31T11:43:57.944Z,61.7229,-150.9662,58.5,2.4,ml,,,,0.8,ak,ak009b62efwy,2019-02-13T12:28:28.610Z,"31 km NW of Susitna, Alaska",earthquake,,6.5,,,reviewed,ak,ak
2009-08-31T11:42:46.210Z,40.27,-124.7353333,16.697,2.26,md,16,273,0.327,0.22,nc,nc71273761,2017-01-20T17:44:56.045Z,"52 km SW of Ferndale, California",earthquake,3.34,1.23,0.357,11,reviewed,nc,nc
2009-08-31T11:34:58.981Z,53.3497,-161.2583,10,2.5,ml,,,,0.46,ak,ak009b62ciju,2019-02-13T12:28:39.783Z,"202 km SSE of King Cove, Alaska",earthquake,,0,,,reviewed,ak,ak
2009-08-31T11:18:10.410Z,51.182,-178.043,13.7,3,ml,22,212.4,,,us,usp000h137,2019-02-13T12:28:28.281Z,"124 km SW of Adak, Alaska",earthquake,,,,,reviewed,aeic,aeic
2009-08-31T10:41:31.590Z,14.05,92.822,34.6,4.8,mb,64,82.3,,0.98,us,usp000h136,2014-11-07T01:39:35.542Z,"260 km N of Bamboo Flat, India",earthquake,,13.4,,15,reviewed,us,us
2009-08-31T10:26:01.060Z,37.644,96.022,10,4.6,mb,38,40.3,,1.01,us,usp000h135,2014-11-07T01:39:35.539Z,"284 km SSW of Laojunmiao, China",earthquake,,,,4,reviewed,us,us
2009-08-31T10:15:29.770Z,37.606,95.831,6,5.8,mwc,347,26.3,,0.91,us,usp000h134,2022-05-02T22:19:38.393Z,"297 km SSW of Laojunmiao, China",earthquake,,,,,reviewed,us,gcmt
2009-08-31T09:50:37.430Z,61.225,-147.4362,12.4,2,ml,,,,0.58,ak,ak009b61914v,2019-02-13T12:28:27.647Z,"57 km NW of Tatitlek, Alaska",earthquake,,11.8,,,reviewed,ak,ak
2009-08-31T09:46:13.140Z,-45.724,166.532,12,4.3,ml,14,265.5,,,us,usp000h133,2014-11-07T01:39:35.503Z,"98 km WSW of Te Anau, New Zealand",earthquake,,,,,reviewed,wel,wel
2009-08-31T09:21:21.110Z,11.913,-87.101,30,5.2,mwb,212,48.7,,1.2,us,usp000h132,2022-05-02T21:17:24.996Z,"62 km SSW of León, Nicaragua",earthquake,,,,,reviewed,us,us
2009-08-31T09:02:21.831Z,53.0847,-167.0502,14.3,2.1,ml,,,,0.5,ak,ak009b60ypk7,2019-02-13T12:28:27.028Z,"94 km SSW of Unalaska, Alaska",earthquake,,39.2,,,reviewed,ak,ak
2009-08-31T08:55:52.860Z,32.812,140.85,48.4,4.4,mb,21,87.1,,1.39,us,usp000h131,2014-11-07T01:39:35.484Z,"257 km SSE of Tateyama, Japan",earthquake,,13.7,,2,reviewed,us,us
2009-08-31T08:09:05.670Z,-0.001,126.744,58.7,4,mb,19,112.1,,0.97,us,usp000h130,2014-11-07T01:39:35.482Z,"112 km SW of Ternate, Indonesia",earthquake,,23.5,,3,reviewed,us,us
2009-08-31T07:29:37.850Z,51.703,179.832,89.6,2.5,m,10,203,,,us,usp000h12z,2019-02-13T12:28:38.853Z,"244 km W of Adak, Alaska",earthquake,,,,,reviewed,aeic,aeic
2009-08-31T07:24:34.933Z,61.6443,-141.1337,6.7,2.8,ml,,,,0.68,ak,ak009b5zwl45,2019-02-13T12:29:01.667Z,"97 km ENE of McCarthy, Alaska",earthquake,,5.6,,,reviewed,ak,ak
2009-08-31T07:13:22.010Z,37.952,-118.6226667,5.405,2.06,md,39,72,0.05766,0.08,nc,nc71273706,2018-06-13T20:43:54.449Z,"19 km NW of Benton, California",earthquake,0.23,0.78,0.156,43,reviewed,nc,nc
2009-08-31T07:00:23.270Z,18.949,-65.149,32.1,2.8,md,4,297.7,,,us,usp000h12x,2014-11-07T01:39:35.476Z,"71 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,,,,,reviewed,rspr,rspr
2009-08-31T06:57:49.290Z,18.9,-65.185,26.8,3,md,5,292.4,,,us,usp000h12w,2014-11-07T01:39:35.475Z,"67 km N of Culebra, Puerto Rico",earthquake,,,,,reviewed,rspr,rspr
2009-08-31T06:39:24.500Z,19.017,-65.158,34.1,3,md,4,301.8,,,us,usp000h12v,2014-11-07T01:39:35.474Z,"78 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,,,,,reviewed,rspr,rspr
2009-08-31T06:16:01.260Z,41.083,144.372,10,4.1,mwr,33,110,,1.06,us,usp000h12u,2014-11-07T01:39:35.470Z,"210 km S of Kushiro, Japan",earthquake,,,,,reviewed,us,nied
2009-08-31T05:46:08.050Z,46.3385,-122.3023333,14.439,2.6,md,44,36,,0.17,uw,uw10781473,2016-07-13T23:41:30.940Z,"24 km S of Morton, Washington",earthquake,0.17,0.45,0.02,10,reviewed,uw,uw
2009-08-31T04:50:48.820Z,18.447,-67.719,11.3,3,md,5,334,,,us,usp000h12t,2014-11-07T01:39:35.468Z,"50 km WNW of Rincón, Puerto Rico",earthquake,,,,,reviewed,rspr,rspr
2009-08-31T04:33:39.144Z,54.5686,-163.2149,73.8,2,ml,,,,0.22,ak,ak009b5y682i,2019-02-13T12:28:25.815Z,"34 km SSE of False Pass, Alaska",earthquake,,28.1,,,reviewed,ak,ak
2009-08-31T04:25:02.780Z,40.429,-125.311,4.053,2.7,md,21,278,0.7432,0.28,nc,nc71273671,2017-01-20T17:41:12.881Z,"90 km W of Ferndale, California",earthquake,5.65,7.76,0.155,20,reviewed,nc,nc
2009-08-31T04:03:20.720Z,48.235,153.218,134.9,4.7,mb,169,84.8,,0.71,us,usp000h12s,2014-11-07T01:39:35.456Z,"Kuril Islands",earthquake,,5.1,,100,reviewed,us,us
2009-08-31T03:55:45.611Z,57.003,-157.658,4.7,2,ml,,,,0.83,ak,ak009b5xpipt,2019-02-13T12:28:37.119Z,"58 km SSW of Ugashik, Alaska",earthquake,,3.1,,,reviewed,ak,ak
2009-08-31T03:53:50.650Z,51.966,-168.702,22,2.8,ml,8,316.8,,,us,usp000h12r,2019-02-13T12:28:25.515Z,"108 km S of Nikolski, Alaska",earthquake,,,,,reviewed,aeic,aeic
2009-08-31T03:50:43.754Z,66.2276,-149.8859,7.6,2.8,ml,,,,0.64,ak,ak009b5xofzr,2019-02-13T12:28:25.198Z,"43 km NW of Stevens Village, Alaska",earthquake,,21,,,reviewed,ak,ak
2009-08-31T03:42:07.943Z,51.5321,-176.8404,62.2,2.4,ml,,,,0.31,ak,ak009b5xmni2,2019-02-13T12:28:24.910Z,"40 km SSW of Adak, Alaska",earthquake,,16.4,,,reviewed,ak,ak
