time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-12-31T23:53:17.350Z,40.4576667,-124.763,24.96,2.32,md,16,301,0.3252,0.12,nc,nc72572160,2017-02-08T23:35:49.833Z,"44 km WSW of Ferndale, California",earthquake,0.99,4.72,0.324,18,reviewed,nc,nc
2015-12-31T23:39:28.940Z,-7.0711,129.8517,113.43,4.6,mb,,69,1.696,0.75,us,us10004anb,2016-03-18T01:13:10.040Z,"Kepulauan Babar, Indonesia",earthquake,7.3,7,0.08,47,reviewed,us,us
2015-12-31T23:35:07.790Z,51.6156,-173.5178,39.66,3.6,mb,,199,0.722,0.72,us,us10004bv9,2019-05-21T06:13:21.710Z,"79 km SE of Atka, Alaska",earthquake,6.2,10.9,0.151,11,reviewed,us,us
2015-12-31T23:28:47.241Z,54.9323,-161.6268,64,2.1,ml,,,,0.45,ak,ak015gs10qus,2019-05-21T06:13:21.367Z,"46 km ESE of King Cove, Alaska",earthquake,,1,,,reviewed,ak,ak
2015-12-31T23:25:03.900Z,-15.0436,167.1007,30.43,4.6,mb,,118,0.413,0.61,us,us10004bv6,2016-03-18T01:13:10.040Z,"3 km E of Port-Olry, Vanuatu",earthquake,12.8,2.6,0.173,10,reviewed,us,us
2015-12-31T23:15:15.690Z,-5.5171,-11.4809,10,4.6,mb,,99,11.804,0.58,us,us10004bv7,2016-03-18T01:13:10.040Z,"Ascension Island region",earthquake,7.8,1.9,0.158,12,reviewed,us,us
2015-12-31T23:15:05.880Z,43.6586,-105.4361,0,3.2,ml,,75,1.112,1.41,us,us10004bv5,2016-03-18T01:13:10.040Z,"11 km SSE of Wright, Wyoming",mining explosion,6.9,2,0.051,51,reviewed,us,us
2015-12-31T23:12:39.270Z,36.7583,-97.7866,5.3,2.1,mb_lg,,42,0.058,0.2,us,us10004an4,2016-03-18T01:13:09.040Z,"4 km N of Jefferson, Oklahoma",earthquake,0.9,5.3,0.295,3,reviewed,us,us
2015-12-31T23:11:29.610Z,42.2794,133.2124,472.56,4,mb,,38,2.117,0.66,us,us10004an6,2016-03-18T01:13:09.040Z,"51 km SSE of Vrangel’, Russia",earthquake,11.2,9.5,0.071,53,reviewed,us,us
2015-12-31T22:32:23.580Z,-6.0183,147.7076,47.84,4.1,mb,,182,3.408,0.39,us,us10004bv4,2016-03-18T01:13:09.040Z,"61 km NNW of Finschhafen, Papua New Guinea",earthquake,13,18.9,0.174,9,reviewed,us,us
2015-12-31T22:22:17.350Z,51.6783,-173.489,39.85,5,mb,,135,0.683,0.82,us,us10004amq,2021-02-19T00:21:56.529Z,"75 km SE of Atka, Alaska",earthquake,5.4,6.2,0.027,423,reviewed,us,us
2015-12-31T22:17:49.700Z,49.3533333,-120.5076667,-0.53,2.19,ml,8,199,0.584,0.09,uw,uw61115336,2016-07-22T20:01:42.350Z,"11 km S of Princeton, Canada",explosion,0.91,31.61,0.152,13,reviewed,uw,uw
2015-12-31T22:15:58.410Z,40.8895,72.5413,48.21,4.5,mb,,67,1.513,0.89,us,us10004amk,2016-03-18T01:13:09.040Z,"17 km SSE of Kochkor-Ata, Kyrgyzstan",earthquake,5.4,8.4,0.08,46,reviewed,us,us
2015-12-31T21:54:15.450Z,37.395,72.1566,219.41,4.1,mb,,123,0.417,0.55,us,us10004amh,2016-03-18T01:13:09.040Z,"51 km NNW of Khand?d, Afghanistan",earthquake,7.8,6.2,0.261,4,reviewed,us,us
2015-12-31T21:51:11.940Z,-7.285,68.0275,10,4.9,mb,,107,4.39,0.5,us,us10004amv,2016-11-10T22:06:41.900Z,"Chagos Archipelago region",earthquake,10.4,1.9,0.065,74,reviewed,us,us
2015-12-31T21:29:38.860Z,-30.3584,-178.0074,27.28,5.4,mb,,32,1.111,1.04,us,us10004ama,2016-11-10T22:06:40.783Z,"Kermadec Islands, New Zealand",earthquake,7.4,3.2,0.039,226,reviewed,us,us
2015-12-31T21:29:11.500Z,-50.3784,114.3863,10,4.9,mb,,81,16.07,0.88,us,us10004amb,2016-11-10T22:06:39.699Z,"western Indian-Antarctic Ridge",earthquake,12.7,1.9,0.123,21,reviewed,us,us
2015-12-31T21:22:01.870Z,51.6856,-175.3806,35,4.1,mb,,189,0.452,0.98,us,us10004am7,2019-05-21T06:13:20.364Z,"89 km ESE of Adak, Alaska",earthquake,7,2,0.084,39,reviewed,us,us
2015-12-31T20:31:14.300Z,35.786,-97.5687,6.479,2.6,ml,,103,,1.02,us,us10004alp,2016-03-18T01:13:09.040Z,"8 km S of Cedar Valley, Oklahoma",earthquake,1.7,5.4,,,reviewed,tul,tul
2015-12-31T19:16:35.410Z,52.7317,-163.7345,10,2.6,ml,,296,1.813,0.52,us,us10004cc4,2019-05-21T06:13:18.971Z,"206 km SE of Akutan, Alaska",earthquake,2.8,2,,19,reviewed,us,ak
2015-12-31T19:08:07.000Z,31.115,141.7571,22.83,4.8,mb,,121,2.587,0.83,us,us10004alk,2016-11-10T22:06:38.550Z,"Izu Islands, Japan region",earthquake,8.4,5.4,0.045,151,reviewed,us,us
2015-12-31T18:53:18.510Z,39.6525,142.0418,46.65,4.3,mb,,142,1.543,0.72,us,us10004buz,2016-03-18T01:13:09.040Z,"8 km E of Miyako, Japan",earthquake,4.5,7.8,0.119,20,reviewed,us,us
2015-12-31T17:59:26.740Z,36.8473333,-121.311,7.9,2.61,md,67,38,0.03153,0.08,nc,nc72572060,2017-02-08T23:34:18.640Z,"6 km NE of Ridgemark, California",earthquake,0.12,0.35,0.153,108,reviewed,nc,nc
2015-12-31T17:39:38.000Z,52.7,-169.0414,59.9,2.5,ml,,,,0.95,us,us10004cc8,2019-05-21T06:13:17.969Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,9.2,9.2,,,reviewed,ak,ak
2015-12-31T17:32:42.400Z,19.066,-66.7819,40,3,Md,17,244.8,0.63241396,0.31,pr,pr15365004,2016-03-18T01:13:09.040Z,"64 km N of Hatillo, Puerto Rico",earthquake,1.4,5.4,0,15,reviewed,pr,pr
2015-12-31T17:25:40.800Z,19.0629,-68.888,142,3.7,Md,15,338.4,1.49569495,0.7,pr,pr15365003,2016-03-18T01:13:09.040Z,"18 km ENE of Miches, Dominican Republic",earthquake,10.8,8.5,0,10,reviewed,pr,pr
2015-12-31T16:31:32.270Z,37.1308,-97.6583,6.06,2.7,ml,,89,0.084,0.59,us,us10004al6,2016-03-18T01:13:09.040Z,"11 km NNW of Caldwell, Kansas",earthquake,2.8,7.3,0.163,23,reviewed,ismp,ismp
2015-12-31T16:22:30.070Z,42.1875,87.2635,24.66,4.1,mb,,88,5.817,0.9,us,us10004bux,2016-03-18T01:13:09.040Z,"69 km ENE of Sishilichengzi, China",earthquake,6.2,7.2,0.301,4,reviewed,us,us
2015-12-31T16:16:25.136Z,54.1456,-163.7777,44.1,2.1,ml,,,,0.43,ak,ak015grws3bl,2019-05-21T06:13:16.585Z,"82 km SSW of False Pass, Alaska",earthquake,,3.5,,,reviewed,ak,ak
2015-12-31T16:06:17.910Z,37.9288333,-112.5078333,5.29,2.63,ml,21,56,0.279,0.26,uu,uu60134647,2016-03-18T01:13:09.040Z,"13 km NNW of Panguitch, Utah",earthquake,0.53,1.58,0.098,10,reviewed,uu,uu
2015-12-31T15:00:51.149Z,55.0773,-163.3663,119.1,2.3,ml,,,,0.73,ak,ak015grw3a9m,2019-05-21T06:13:16.238Z,"25 km N of False Pass, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2015-12-31T14:16:43.530Z,37.1313,-97.6593,5.74,2.3,ml,,89,0.083,0.38,us,us10004akx,2016-03-18T01:13:09.040Z,"11 km NNW of Caldwell, Kansas",earthquake,1.2,3.7,0.129,14,reviewed,ismp,ismp
2015-12-31T12:39:23.822Z,60.8884,-150.773,16.1,2.1,ml,,,,0.7,ak,ak015gruja9q,2019-05-21T06:13:14.744Z,"5 km SW of Point Possession, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2015-12-31T12:09:14.500Z,49.4638,-116.8223,5,2.8,ml,,,,0.52,us,us10004akt,2016-07-22T20:01:41.580Z,"33 km E of Nelson, Canada",earthquake,3.2,1.9,,,reviewed,pgc,pgc
