time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2004-01-31T23:35:30.925Z,60.9976,-146.3081,0.2,2.1,ml,,,,0.77,ak,ak0041fnkao4,2019-02-13T00:07:57.370Z,"15 km S of Valdez, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2004-01-31T23:33:03.360Z,0.622,124.842,167.8,4.3,mb,22,113.3,,0.9,us,usp000ck4n,2014-11-07T01:21:11.109Z,"75 km S of Tondano, Indonesia",earthquake,,31.2,,10,reviewed,us,us
2004-01-31T23:28:28.100Z,35.6468333,-121.0786667,4.436,2.01,md,31,96,0.04775,0.08,nc,nc21339280,2017-01-07T02:45:02.626Z,"9 km N of Cambria, California",earthquake,0.16,0.42,0.19,17,reviewed,nc,nc
2004-01-31T23:07:11.200Z,-32.058,-70.132,130.8,2.6,md,13,122.7,,,us,usp000ck4k,2014-11-07T01:21:11.105Z,"84 km ESE of Salamanca, Chile",earthquake,,,,,reviewed,guc,guc
2004-01-31T22:42:45.012Z,60.5949,-140.4446,31.3,2.2,ml,,,,0.4,ak,ak0041fn0e5x,2019-02-13T00:08:37.024Z,"Southern Yukon Territory, Canada",earthquake,,5.4,,,reviewed,ak,ak
2004-01-31T22:19:40.800Z,43.036,-0.673,2,2.3,ml,15,127.7,,,us,usp000ck4j,2014-11-07T01:21:11.102Z,"7 km SSE of Arette, France",earthquake,,,,,reviewed,ldg,str
2004-01-31T22:13:39.700Z,41.703,14.872,10,2.1,md,4,151.8,,,us,usp000ck4h,2014-11-07T01:21:11.101Z,"southern Italy",earthquake,,,,,reviewed,rom,rom
2004-01-31T22:11:06.100Z,38.26,21.63,34,3,ml,7,84.1,,,us,usp000ck4g,2014-11-07T01:21:11.100Z,"9 km W of Pátra, Greece",earthquake,,,,,reviewed,ath,ath
2004-01-31T21:43:57.674Z,63.0112,-150.6152,113.4,2.4,ml,,,,0.53,ak,ak0041fmf793,2019-02-13T00:07:55.434Z,"57 km N of Petersville, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2004-01-31T21:38:58.850Z,35.5408333,-120.854,6.23,2.44,md,53,48,0.04324,0.07,nc,nc21339270,2017-01-07T02:44:54.030Z,"11 km NNE of Cayucos, California",earthquake,0.16,0.46,0.12,45,reviewed,nc,nc
2004-01-31T21:21:47.630Z,35.5716667,-120.787,2.94,2.1,md,23,62,0.0955,0.16,nc,nc21339268,2017-01-07T02:44:46.769Z,"7 km WNW of Templeton, California",earthquake,0.33,1.24,0.15,9,automatic,nc,nc
2004-01-31T21:20:11.924Z,62.5058,-150.9337,69.7,2,ml,,,,0.47,ak,ak0041fma694,2019-02-13T00:07:54.948Z,"8 km W of Petersville, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2004-01-31T21:14:10.500Z,-16.543,167.714,10,4.7,mb,43,133.6,,1.05,us,usp000ck4f,2014-11-07T01:21:11.095Z,"58 km SSE of Lakatoro, Vanuatu",earthquake,,,,14,reviewed,us,us
2004-01-31T21:06:23.620Z,-8.128,128.604,25,4.2,mb,7,157.7,,1.46,us,usp000ck4e,2014-11-07T01:21:11.093Z,"182 km ENE of Lospalos, Timor Leste",earthquake,,0,,5,reviewed,us,us
2004-01-31T20:49:59.210Z,36.36,70.681,25,3.8,mb,10,183.1,,1.37,us,usp000ck4d,2014-11-07T01:21:11.092Z,"Hindu Kush region, Afghanistan",earthquake,,0,,3,reviewed,us,us
2004-01-31T20:36:55.740Z,46.078,12.4,6.3,2,ml,12,98.3,,0.71,us,usp000ck4c,2014-11-07T01:21:11.089Z,"northern Italy",earthquake,,7,,,reviewed,us,zamg
2004-01-31T20:07:27.830Z,45.032,14.829,2.2,3.6,ml,69,67.7,,0.76,us,usp000ck49,2014-11-07T01:21:11.076Z,"Slovenia-Croatia border region",earthquake,,3.6,,,reviewed,us,zamg
2004-01-31T20:03:09.400Z,36.55,26.79,45,3.4,md,5,161.3,,,us,usp000ck48,2014-11-07T01:21:11.074Z,"26 km SW of Kéfalos, Greece",earthquake,,,,,reviewed,ath,ath
2004-01-31T20:02:24.634Z,63.1531,-150.1271,104.5,2.2,ml,,,,0.54,ak,ak0041flkwqn,2019-02-13T00:07:53.685Z,"64 km WSW of Cantwell, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2004-01-31T19:54:34.170Z,27.257,141.45,75,4.3,mb,10,148.6,,0.76,us,usp000ck47,2014-11-07T01:21:11.072Z,"Bonin Islands, Japan region",earthquake,,,,2,reviewed,us,us
2004-01-31T19:32:38.980Z,52.135,-170.572,39.4,3.4,ml,41,141.3,,0.69,us,usp000ck46,2019-02-13T00:07:53.347Z,"146 km SW of Nikolski, Alaska",earthquake,,4.4,,,reviewed,us,aeic
2004-01-31T19:31:17.290Z,-23.572,-66.201,226.9,4.2,mb,13,119.7,,0.8,us,usp000ck45,2014-11-07T01:21:11.006Z,"66 km SW of El Aguilar, Argentina",earthquake,,14.3,,4,reviewed,us,us
2004-01-31T19:27:19.580Z,51.34,-178.481,45.3,4.1,mb,41,141.4,,1.15,us,usp000ck44,2019-02-13T00:07:52.996Z,"141 km WSW of Adak, Alaska",earthquake,,6.5,,9,reviewed,us,us
2004-01-31T19:11:39.335Z,67.2282,-146.3268,12.1,2.4,ml,,,,0.51,ak,ak0041fl1fpp,2019-02-13T00:08:34.617Z,"24 km N of Venetie, Alaska",earthquake,,5.2,,,reviewed,ak,ak
2004-01-31T18:49:11.550Z,-20.764,-178.738,594.9,4.4,mb,21,122.4,,1.24,us,usp000ck43,2014-11-07T01:21:10.965Z,"Fiji region",earthquake,,39.2,,6,reviewed,us,us
2004-01-31T18:00:32.600Z,-32.491,-71.748,27.5,3.5,ml,19,202.7,,,us,usp000ck42,2014-11-07T01:21:10.946Z,"48 km W of La Ligua, Chile",earthquake,,,,,reviewed,guc,guc
2004-01-31T17:35:32.200Z,42.83,13,14.7,2.7,md,7,104.4,,,us,usp000ck41,2014-11-07T01:21:10.944Z,"6 km SSW of Preci, Italy",earthquake,,,,,reviewed,rom,rom
2004-01-31T17:04:46.780Z,35.524,-120.8498333,0.993,2.05,md,13,189,0.04775,0.2,nc,nc68008349,2017-01-07T02:44:15.095Z,"9 km NNE of Cayucos, California",earthquake,0.75,1.22,0.15,7,reviewed,nc,nc
2004-01-31T16:48:31.400Z,39.27,20.5,5,3.2,md,10,133.1,,,us,usp000ck40,2014-11-07T01:21:10.927Z,"8 km ESE of Párga, Greece",earthquake,,,,,reviewed,ath,ath
2004-01-31T16:32:59.660Z,37.7338333,-121.9536667,10.695,2.21,md,76,74,0.08829,0.08,nc,nc21339210,2017-01-07T02:44:04.150Z,"3 km NNW of Dublin, California",earthquake,0.13,0.22,0.14,54,reviewed,nc,nc
2004-01-31T16:16:44.530Z,44.371,7.1,1,2.2,ml,24,75.9,,,us,usp000ck3z,2014-11-07T01:21:10.910Z,"4 km NNE of Sambuco, Italy",earthquake,,,,,reviewed,gen,gen
2004-01-31T16:16:41.760Z,37.5331667,-118.8165,4.396,2.06,md,30,94,0.08829,0.04,nc,nc21339208,2017-01-07T02:43:57.700Z,"9 km WSW of Aspen Springs, California",earthquake,0.23,0.88,0.16,29,automatic,nc,nc
2004-01-31T15:51:11.160Z,10.734,93.368,128,4.6,mb,11,143.3,,1.31,us,usp000ck3y,2014-11-07T01:21:10.909Z,"Andaman Islands, India region",earthquake,,24.1,,5,reviewed,us,us
2004-01-31T15:36:10.600Z,-16.716,167.765,37.7,4.6,mb,17,161.4,,1.03,us,usp000ck3x,2014-11-07T01:21:10.907Z,"Vanuatu",earthquake,,23,,8,reviewed,us,us
2004-01-31T15:34:41.691Z,58.9942,-153.859,5.4,2.2,ml,,,,1,ak,ak0041fismy1,2019-02-13T00:07:50.958Z,"72 km SE of Kokhanok, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2004-01-31T15:24:50.460Z,32.2848333,-116.324,5.271,3.11,ml,18,249,0.4183,0.18,ci,ci14026464,2016-04-02T10:15:03.399Z,"38km SSE of Campo, CA",earthquake,1.2,31.61,0.219,52,reviewed,ci,ci
2004-01-31T15:21:03.230Z,50.118,179.347,2.1,3.1,ml,11,354.6,,,us,usp000ck3v,2019-02-13T00:08:28.986Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,aeic,aeic
2004-01-31T15:00:33.810Z,30.079,142.524,10,4.8,mb,22,119,,1.14,us,usp000ck3u,2014-11-07T01:21:10.902Z,"Izu Islands, Japan region",earthquake,,,,6,reviewed,us,us
2004-01-31T14:55:12.950Z,29.498,142.424,10,4.7,mb,10,161.2,,1.19,us,usp000ck3t,2014-11-07T01:21:10.900Z,"Izu Islands, Japan region",earthquake,,,,5,reviewed,us,us
2004-01-31T14:51:34.620Z,30.294,142.955,10,4.8,mb,17,136.8,,1.5,us,usp000ck3s,2014-11-07T01:21:10.898Z,"Izu Islands, Japan region",earthquake,,,,6,reviewed,us,us
2004-01-31T14:51:06.030Z,29.502,143.175,10,4.7,mb,10,137.3,,1.16,us,usp000ck3r,2014-11-07T01:21:10.897Z,"Izu Islands, Japan region",earthquake,,0,,3,reviewed,us,us
