time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-01-31T23:58:12.470Z,56.8489,-168.7847,19.27,3,ml,,111,0.865,0.55,us,usc000tlna,2019-05-21T03:01:43.660Z,"54 km ENE of Saint George, Alaska",earthquake,5.2,8.7,,,reviewed,us,ak
2015-01-31T23:45:43.210Z,-29.4227,-68.1586,105.96,4.5,mb,,114,1.772,0.89,us,usc000tknp,2015-05-02T14:06:02.040Z,"70 km WSW of Chilecito, Argentina",earthquake,3.2,7.1,0.15,14,reviewed,us,us
2015-01-31T23:15:44.000Z,12.901,-89.695,22.9,4.2,mb,,,,0.95,us,usc000tkqh,2015-05-02T14:06:21.040Z,"76 km SSW of La Libertad, El Salvador",earthquake,6.4,5.9,0.147,13,reviewed,snet,us
2015-01-31T23:11:43.000Z,55.3646,-162.3233,158.5,2.8,ml,,,,0.7,us,usc000tlpm,2019-05-21T03:01:42.037Z,"32 km NE of Cold Bay, Alaska",earthquake,13.5,8.8,,,reviewed,ak,ak
2015-01-31T22:38:34.650Z,56.6421,-169.0897,16.33,4.3,mb,,38,0.831,0.79,us,usc000tlmy,2019-05-21T03:01:41.407Z,"Pribilof Islands, Alaska region",earthquake,5.3,4.2,0.129,19,reviewed,us,us
2015-01-31T22:33:06.070Z,56.642,-169.1585,16.42,4.5,mb,,38,0.802,0.97,us,usc000tknf,2021-02-18T22:16:12.686Z,"24 km E of Saint George, Alaska",earthquake,6.1,4,0.115,23,reviewed,us,us
2015-01-31T22:14:52.650Z,19.4558333,-155.6076667,-1.976,2.28,ml,35,91,,0.14,hv,hv60844206,2020-07-06T20:46:16.170Z,"26 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.27,0.28,0.224,23,reviewed,hv,hv
2015-01-31T22:08:38.670Z,56.7893,-168.9181,20.31,3.4,ml,,152,0.825,0.76,us,usc000tlpj,2019-05-21T03:01:40.071Z,"43 km ENE of Saint George, Alaska",earthquake,6.7,8.8,,,reviewed,us,ak
2015-01-31T21:47:40.164Z,54.8011,-161.3629,17,2.2,ml,,,,0.24,ak,ak0151fmg0rk,2019-05-21T03:01:39.120Z,"Alaska Peninsula",earthquake,,3.2,,,reviewed,ak,ak
2015-01-31T21:35:00.110Z,-31.4387,-177.7747,18.99,4.9,mb,,120,2.19,0.73,us,usc000tkn7,2015-05-02T14:05:58.040Z,"Kermadec Islands region",earthquake,10.3,4.1,0.101,32,reviewed,us,us
