time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2012-08-31T23:52:28.630Z,19.573,-64.329,54.2,3.3,md,5,314.6,,,us,usp000jrbr,2014-11-07T01:48:40.903Z,"145 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,,,,,reviewed,rspr,rspr
2012-08-31T23:50:48.830Z,10.524,127.718,35,4.2,mb,20,111.6,,0.77,us,usp000jrbq,2014-11-07T01:48:40.901Z,"191 km ENE of Pilar, Philippines",earthquake,,,,4,reviewed,us,us
2012-08-31T23:50:14.370Z,11.457,127.557,37.5,4.2,mb,12,151.7,,0.73,us,usp000jrbp,2014-11-07T01:48:40.899Z,"197 km ENE of Sulangan, Philippines",earthquake,,18.8,,3,reviewed,us,us
2012-08-31T23:40:08.480Z,10.35,126.8,38.8,4.8,mb,34,97.3,,0.8,us,usp000jrbn,2014-11-07T01:48:40.896Z,"91 km ENE of Santa Monica, Philippines",earthquake,,14.4,,8,reviewed,us,us
2012-08-31T23:37:58.350Z,10.388,126.719,40.3,5.6,mwc,280,16.2,,0.92,us,usp000jrbm,2022-05-03T15:50:56.203Z,"84 km ENE of Santa Monica, Philippines",earthquake,,3.9,,,reviewed,us,gcmt
2012-08-31T23:36:43.470Z,10.567,126.797,35,4.5,mb,44,87.3,,1.03,us,usp000jrbk,2014-11-07T01:48:40.865Z,"102 km NE of Santa Monica, Philippines",earthquake,,,,3,reviewed,us,us
2012-08-31T23:23:45.660Z,19.505,-64.004,84.2,3.1,md,4,325.9,,,us,usp000jrbj,2014-11-07T01:48:40.864Z,"154 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,,,,,reviewed,rspr,rspr
2012-08-31T23:22:42.850Z,19.799,-64.103,38.4,2.8,md,4,322.1,,,us,usp000jrbh,2014-11-07T01:48:40.863Z,"177 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,,,,,reviewed,rspr,rspr
2012-08-31T23:20:15.060Z,40.9626667,-121.6858333,11.937,2.72,md,35,82,0.2243,0.09,nc,nc71835690,2017-01-28T11:14:45.840Z,"9 km NNW of Burney, California",earthquake,0.21,1.14,0.151,36,reviewed,nc,nc
2012-08-31T23:11:56.110Z,36.399,-120.3473333,12.934,2.4,md,85,77,0.1135,0.23,nc,nc71835685,2017-01-28T11:14:36.670Z,"11 km SSW of Cantua Creek, California",earthquake,0.22,0.63,0.165,75,reviewed,nc,nc
2012-08-31T23:03:28.520Z,38.8401667,-122.828,1.414,2.4,md,65,36,0.006306,0.07,nc,nc71835670,2017-01-28T11:14:12.130Z,"9 km WNW of Cobb, California",earthquake,0.12,0.18,0.251,51,reviewed,nc,nc
2012-08-31T23:01:05.520Z,19.504,-64.148,77.1,3,md,4,318.6,,,us,usp000jrbg,2014-11-07T01:48:40.861Z,"146 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,,,,,reviewed,rspr,rspr
2012-08-31T22:59:50.870Z,10.306,126.981,35,4.4,mb,30,100.5,,0.84,us,usp000jrbf,2014-11-07T01:48:40.859Z,"108 km ENE of Santa Monica, Philippines",earthquake,,,,3,reviewed,us,us
2012-08-31T22:53:47.770Z,32.2668333,-115.3006667,9.634,2.2,ml,12,219,0.1523,0.3,ci,ci15209177,2016-03-11T10:35:13.013Z,"13km WNW of Alberto Oviedo Mota, B.C., MX",earthquake,1.51,31.61,0.15,21,reviewed,ci,ci
2012-08-31T22:45:13.280Z,19.544,-64.234,72.7,3.1,md,4,314.4,,,us,usp000jrbe,2014-11-07T01:48:40.858Z,"146 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,,,,,reviewed,rspr,rspr
2012-08-31T22:39:30.070Z,19.54,-64.135,72.1,3,md,4,319.4,,,us,usp000jrbd,2014-11-07T01:48:40.857Z,"150 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,,,,,reviewed,rspr,rspr
2012-08-31T22:35:09.150Z,19.572,-64.391,62.5,2.5,md,4,307,,,us,usp000jrbc,2014-11-07T01:48:40.856Z,"143 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,,,,,reviewed,rspr,rspr
2012-08-31T22:33:21.430Z,-15.387,-173.358,10,4.4,mb,16,63.9,,1.24,us,usp000jrbb,2014-11-07T01:48:40.854Z,"78 km NE of Hihifo, Tonga",earthquake,,,,3,reviewed,us,us
