time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-12-31T23:07:43.630Z,45.1392,-106.9154,0,2.6,ml,,98,1.623,0.97,us,usc000tg0i,2015-03-17T02:38:31.040Z,"32 km NE of Ranchester, Wyoming",mining explosion,4,1.8,0.081,40,reviewed,us,us
2014-12-31T22:23:19.410Z,43.6052,-105.2467,0,3.3,ml,,78,1.016,0.72,us,usc000tg05,2015-03-17T02:38:31.040Z,"25 km SE of Wright, Wyoming",mining explosion,5.3,2,0.064,50,reviewed,us,us
2014-12-31T22:06:21.010Z,32.9414,-100.8872,2.51,2.8,mb_lg,,62,1.094,0.76,us,usc000tb1r,2015-03-17T02:38:31.040Z,"24 km N of Snyder, Texas",earthquake,4.9,7.2,0.111,26,reviewed,us,us
2014-12-31T22:03:51.600Z,37.1991667,-97.8931667,6.67,2.38,ml,10,69,0.01165,0.02,ismpkansas,ismpkansas70061998,2015-07-19T22:04:48.090Z,"3 km W of Freeport, Kansas",earthquake,0.23,0.27,0.18,13,reviewed,ismp,ismp
2014-12-31T22:03:32.170Z,56.1712,114.2334,10,4.2,mb,,105,7.676,1.23,us,usc000tb1s,2015-03-17T02:38:31.040Z,"Buryatiya, Russia",earthquake,9,1.9,0.118,20,reviewed,us,us
2014-12-31T21:56:25.870Z,-20.8231,-67.9407,183.72,4.2,mb,,64,1.324,0.72,us,usc000tb1p,2015-03-17T02:38:30.040Z,"119 km WSW of Colchani, Bolivia",earthquake,7.7,6.7,0.199,7,reviewed,us,us
2014-12-31T21:54:53.760Z,37.2003333,-97.8936667,6.69,2.08,ml,10,70,0.01224,0.03,ismpkansas,ismpkansas70061988,2015-07-19T22:04:42.960Z,"3 km W of Freeport, Kansas",earthquake,0.19,0.24,0.228,13,reviewed,ismp,ismp
2014-12-31T21:27:21.050Z,32.4571667,-115.6183333,6.363,2.41,ml,18,188,0.2122,0.25,ci,ci37300648,2016-03-11T06:17:31.942Z,"14km SSW of Progreso, B.C., MX",earthquake,0.96,6.51,0.2,21,reviewed,ci,ci
2014-12-31T21:17:04.370Z,-17.6985,-178.7652,575.16,5,mb,,69,3.033,0.66,us,usc000tb0n,2015-03-17T02:38:30.040Z,"207 km ENE of Levuka, Fiji",earthquake,10.4,6.2,0.049,138,reviewed,us,us
2014-12-31T21:09:37.900Z,17.927,-65.4002,9,2.7,Md,3,334.8,0.22188388,0.05,pr,pr14365010,2015-03-20T03:15:41.075Z,"20 km SSE of Esperanza, Puerto Rico",earthquake,1.3,0.9,0,3,reviewed,pr,pr
2014-12-31T21:08:10.300Z,17.9486,-65.3957,9,2.7,Md,3,338.4,0.20930746,0.05,pr,pr14365009,2015-03-20T03:15:34.671Z,"18 km SSE of Esperanza, Puerto Rico",earthquake,1.4,0.8,0,2,reviewed,pr,pr
2014-12-31T21:01:12.500Z,18.6548,-66.9024,16,2.6,Md,14,241.2,0.27129122,0.15,pr,pr14365008,2015-03-20T03:14:58.878Z,"19 km NNW of Camuy, Puerto Rico",earthquake,0.5,0.8,0,12,reviewed,pr,pr
